State,Sex,Year,Incidence,Mortality,Population
1517,North Carolina,Male,2020,26649,9127,5027409
1518,North Carolina,Male,2021,28808,9017,5077501
1519,North Dakota,Female,1999,1275,502,NA
1520,North Dakota,Female,2000,1339,447,321555
1521,North Dakota,Female,2001,1283,464,319787
1522,North Dakota,Female,2002,1343,455,319017
1523,North Dakota,Female,2003,1353,417,318896
1524,North Dakota,Female,2004,1418,408,321008
1525,North Dakota,Female,2005,1426,466,321543
1526,North Dakota,Female,2006,1414,475,322583
1527,North Dakota,Female,2007,1446,445,324066
1528,North Dakota,Female,2008,1442,436,326131
1529,North Dakota,Female,2009,1472,430,329674
1530,North Dakota,Female,2010,1496,410,332727
1531,North Dakota,Female,2011,1520,401,336914
1532,North Dakota,Female,2012,1544,398,343547
1533,North Dakota,Female,2013,1572,396,352266
1534,North Dakota,Female,2014,1562,435,358503
1535,North Dakota,Female,2015,1634,429,365694
1536,North Dakota,Female,2016,1668,423,366223
1537,North Dakota,Female,2017,1716,398,367053
1538,North Dakota,Female,2018,1616,410,368862
1539,North Dakota,Female,2019,1765,372,370846
1540,North Dakota,Female,2020,1561,415,377298
1541,North Dakota,Female,2021,1776,408,377095
1542,North Dakota,Male,1999,1629,566,NA
1543,North Dakota,Male,2000,1560,622,320468
1544,North Dakota,Male,2001,1613,624,319275
1545,North Dakota,Male,2002,1617,571,319151
1546,North Dakota,Male,2003,1569,544,319921
1547,North Dakota,Male,2004,1552,566,323697
1548,North Dakota,Male,2005,1675,523,324546
1549,North Dakota,Male,2006,1709,613,326839
1550,North Dakota,Male,2007,1808,514,328756
1551,North Dakota,Male,2008,1729,608,331438
1552,North Dakota,Male,2009,1639,555,335294
1553,North Dakota,Male,2010,1708,505,339864
1554,North Dakota,Male,2011,1843,562,341285
1555,North Dakota,Male,2012,1828,531,349965
1556,North Dakota,Male,2013,1681,552,362051
1557,North Dakota,Male,2014,1784,537,371849
1558,North Dakota,Male,2015,1821,568,381110
1559,North Dakota,Male,2016,1808,527,380965
1560,North Dakota,Male,2017,1878,542,380678
1561,North Dakota,Male,2018,1924,570,382045
1562,North Dakota,Male,2019,1876,557,384041
1563,North Dakota,Male,2020,1915,529,394652
1564,North Dakota,Male,2021,1992,497,393296
1565,Ohio,Female,1999,25979,10558,NA
1566,Ohio,Female,2000,25580,10439,5845425
1567,Ohio,Female,2001,25984,10364,5853691
1568,Ohio,Female,2002,25794,10651,5859385
1569,Ohio,Female,2003,25703,10679,5868535
1570,Ohio,Female,2004,26465,10498,5874411
1571,Ohio,Female,2005,27357,10339,5876703
1572,Ohio,Female,2006,27085,10525,5883067
1573,Ohio,Female,2007,27336,10571,5890965
1574,Ohio,Female,2008,28177,10444,5896594
1575,Ohio,Female,2009,28823,10448,5902018
1576,Ohio,Female,2010,27669,10443,5904348
1577,Ohio,Female,2011,28475,10402,5903471
1578,Ohio,Female,2012,28410,10523,5901022
1579,Ohio,Female,2013,29443,10461,5910930
1580,Ohio,Female,2014,30222,10430,5921851
1581,Ohio,Female,2015,31151,10418,5926915
1582,Ohio,Female,2016,31010,10457,5932875
1583,Ohio,Female,2017,31156,10455,5944142
1584,Ohio,Female,2018,31756,10068,5952017
1585,Ohio,Female,2019,32096,10231,5956651
1586,Ohio,Female,2020,29697,9880,5976401
1587,Ohio,Female,2021,32149,9888,5959766
1588,Ohio,Male,1999,26709,11358,NA
1589,Ohio,Male,2000,25912,11380,5518118
1590,Ohio,Male,2001,26840,11265,5533713
1591,Ohio,Male,2002,27308,11376,5548504
1592,Ohio,Male,2003,26597,11301,5566253
1593,Ohio,Male,2004,27387,11352,5577840
1594,Ohio,Male,2005,27545,11311,5586617
1595,Ohio,Male,2006,28604,11330,5598146
1596,Ohio,Male,2007,29075,11598,5609503
1597,Ohio,Male,2008,29579,11517,5618797
1598,Ohio,Male,2009,29658,11715,5626878
1599,Ohio,Male,2010,29025,11571,5632156
1600,Ohio,Male,2011,29773,11608,5630815
1601,Ohio,Male,2012,28588,11584,5636229
1602,Ohio,Male,2013,29255,11337,5655192
1603,Ohio,Male,2014,29658,11710,5671023
1604,Ohio,Male,2015,30730,11680,5681682
1605,Ohio,Male,2016,30929,11748,5692476
1606,Ohio,Male,2017,32303,11746,5705874
1607,Ohio,Male,2018,33140,11704,5715567
1608,Ohio,Male,2019,33846,11540,5723690
1609,Ohio,Male,2020,31272,11466,5814808
1610,Ohio,Male,2021,33249,11469,5798501
1611,Oklahoma,Female,1999,7209,2943,NA
1612,Oklahoma,Female,2000,7297,2989,1756493
1613,Oklahoma,Female,2001,7538,2998,1760052
1614,Oklahoma,Female,2002,7521,3019,1769080
1615,Oklahoma,Female,2003,7947,2978,1777723
1616,Oklahoma,Female,2004,7940,2865,1784671
1617,Oklahoma,Female,2005,7991,3035,1796475
1618,Oklahoma,Female,2006,8302,3142,1818693
1619,Oklahoma,Female,2007,8399,3128,1837175
1620,Oklahoma,Female,2008,8313,3044,1854771
1621,Oklahoma,Female,2009,8196,3046,1878034
1622,Oklahoma,Female,2010,8043,3161,1894374
1623,Oklahoma,Female,2011,8264,3228,1910711
1624,Oklahoma,Female,2012,8447,3316,1924617
1625,Oklahoma,Female,2013,8556,3211,1941140
1626,Oklahoma,Female,2014,8923,3170,1953475
1627,Oklahoma,Female,2015,9207,3280,1969076
1628,Oklahoma,Female,2016,9158,3268,1977887
1629,Oklahoma,Female,2017,9182,3261,1980278
1630,Oklahoma,Female,2018,9376,3363,1984826
1631,Oklahoma,Female,2019,9366,3309,1993171
1632,Oklahoma,Female,2020,8729,3404,1985855
1633,Oklahoma,Female,2021,9603,3316,1999899
1634,Oklahoma,Male,1999,7726,3378,NA
1635,Oklahoma,Male,2000,7909,3469,1697872
1636,Oklahoma,Male,2001,8140,3465,1707048
1637,Oklahoma,Male,2002,8496,3517,1720000
1638,Oklahoma,Male,2003,8640,3450,1727169
1639,Oklahoma,Male,2004,8388,3464,1740562
1640,Oklahoma,Male,2005,8434,3538,1752122
1641,Oklahoma,Male,2006,9105,3483,1775397
1642,Oklahoma,Male,2007,9766,3701,1797174
1643,Oklahoma,Male,2008,9033,3712,1814205
1644,Oklahoma,Male,2009,9209,3641,1839538
1645,Oklahoma,Male,2010,8991,3774,1856977
1646,Oklahoma,Male,2011,9011,3809,1853384
1647,Oklahoma,Male,2012,8946,3755,1872191
1648,Oklahoma,Male,2013,9144,3833,1890832
1649,Oklahoma,Male,2014,9229,3759,1904870
1650,Oklahoma,Male,2015,9540,3974,1921635
1651,Oklahoma,Male,2016,9346,3859,1930315
1652,Oklahoma,Male,2017,9307,3828,1932226
1653,Oklahoma,Male,2018,9638,3949,1935966
1654,Oklahoma,Male,2019,10119,3890,1944358
1655,Oklahoma,Male,2020,9349,3814,1959765
1656,Oklahoma,Male,2021,9843,3885,1971897
1657,Oregon,Female,1999,7978,2847,NA
1658,Oregon,Female,2000,7909,2884,1728647
1659,Oregon,Female,2001,8071,2960,1747889
1660,Oregon,Female,2002,8101,3105,1771126
1661,Oregon,Female,2003,7926,3092,1788805
1662,Oregon,Female,2004,8200,3116,1800377
1663,Oregon,Female,2005,8392,3043,1823447
1664,Oregon,Female,2006,8590,3134,1853117
1665,Oregon,Female,2007,8689,3023,1879347
1666,Oregon,Female,2008,9046,3103,1903535
1667,Oregon,Female,2009,9138,3002,1923209
1668,Oregon,Female,2010,8864,3188,1935072
1669,Oregon,Female,2011,9287,3185,1955962
1670,Oregon,Female,2012,9505,3179,1969039
1671,Oregon,Female,2013,9664,3151,1980811
1672,Oregon,Female,2014,9899,3230,2000875
1673,Oregon,Female,2015,10055,3339,2026468
1674,Oregon,Female,2016,10013,3237,2062983
1675,Oregon,Female,2017,10263,3264,2089355
1676,Oregon,Female,2018,10409,3263,2108426
1677,Oregon,Female,2019,10924,3265,2126637
1678,Oregon,Female,2020,9696,3285,2127223
1679,Oregon,Female,2021,9785,3395,2133463
1680,Oregon,Male,1999,8334,3119,NA
1681,Oregon,Male,2000,8113,3125,1701061
1682,Oregon,Male,2001,8315,3215,1720048
1683,Oregon,Male,2002,8169,3273,1742298
1684,Oregon,Male,2003,8069,3262,1758571
1685,Oregon,Male,2004,8665,3258,1769086
1686,Oregon,Male,2005,8707,3397,1789755
1687,Oregon,Male,2006,8832,3261,1817766
1688,Oregon,Male,2007,8950,3363,1843070
1689,Oregon,Male,2008,9633,3401,1865213
1690,Oregon,Male,2009,9045,3456,1885391
1691,Oregon,Male,2010,9094,3432,1896002
1692,Oregon,Male,2011,9619,3559,1912801
1693,Oregon,Male,2012,9026,3615,1927323
1694,Oregon,Male,2013,9745,3567,1939163
1695,Oregon,Male,2014,9698,3541,1959511
1696,Oregon,Male,2015,10117,3636,1986623
1697,Oregon,Male,2016,10034,3739,2024565
1698,Oregon,Male,2017,10516,3623,2051807
1699,Oregon,Male,2018,10160,3777,2070901
1700,Oregon,Male,2019,10875,3590,2088541
1701,Oregon,Male,2020,9567,3668,2116358
1702,Oregon,Male,2021,9741,3898,2121515
1703,Pennsylvania,Female,1999,31847,12795,NA
1704,Pennsylvania,Female,2000,31942,12706,6351999
1705,Pennsylvania,Female,2001,33217,12687,6354395
1706,Pennsylvania,Female,2002,32426,12638,6363832
1707,Pennsylvania,Female,2003,32337,12416,6377894
1708,Pennsylvania,Female,2004,32503,12520,6390749
1709,Pennsylvania,Female,2005,32999,12258,6405053
1710,Pennsylvania,Female,2006,33482,12351,6429312
1711,Pennsylvania,Female,2007,33857,12219,6452087
1712,Pennsylvania,Female,2008,34644,12071,6473295
1713,Pennsylvania,Female,2009,35067,12018,6497024
1714,Pennsylvania,Female,2010,34896,12112,6512016
1715,Pennsylvania,Female,2011,35550,11982,6526991
1716,Pennsylvania,Female,2012,35311,11929,6531395
1717,Pennsylvania,Female,2013,36313,11723,6530033
1718,Pennsylvania,Female,2014,36301,11687,6533729
1719,Pennsylvania,Female,2015,36578,11677,6527587
1720,Pennsylvania,Female,2016,36770,11634,6523080
1721,Pennsylvania,Female,2017,36616,11581,6524763
1722,Pennsylvania,Female,2018,36627,11410,6528402
1723,Pennsylvania,Female,2019,36813,11222,6526649
1724,Pennsylvania,Female,2020,33241,11170,6588139
1725,Pennsylvania,Female,2021,34795,10911,6598486
1726,Pennsylvania,Male,1999,33713,13377,NA
1727,Pennsylvania,Male,2000,34148,13342,5932174
1728,Pennsylvania,Male,2001,34623,13255,5944575
1729,Pennsylvania,Male,2002,34931,13169,5967199
1730,Pennsylvania,Male,2003,34086,13351,5996764
1731,Pennsylvania,Male,2004,33609,12895,6019973
1732,Pennsylvania,Male,2005,33936,13218,6044937
1733,Pennsylvania,Male,2006,35560,12892,6081497
1734,Pennsylvania,Male,2007,36158,12922,6111850
1735,Pennsylvania,Male,2008,35674,13038,6138990
1736,Pennsylvania,Male,2009,35674,12876,6169834
1737,Pennsylvania,Male,2010,36085,12975,6190363
1738,Pennsylvania,Male,2011,37260,12840,6210790
1739,Pennsylvania,Male,2012,34814,12880,6228446
1740,Pennsylvania,Male,2013,35357,12784,6237989
1741,Pennsylvania,Male,2014,34968,12894,6247814
1742,Pennsylvania,Male,2015,36366,12944,6251290
1743,Pennsylvania,Male,2016,36652,12868,6253239
1744,Pennsylvania,Male,2017,36341,12685,6256985
1745,Pennsylvania,Male,2018,36468,12611,6266218
1746,Pennsylvania,Male,2019,38277,12243,6269038
1747,Pennsylvania,Male,2020,33888,12377,6404546
1748,Pennsylvania,Male,2021,34748,12417,6412308
1749,Puerto Rico,Female,1999,0,0,NA
1750,Puerto Rico,Female,2000,0,0,NA
1751,Puerto Rico,Female,2001,0,0,NA
1752,Puerto Rico,Female,2002,0,0,NA
1753,Puerto Rico,Female,2003,0,0,NA
1754,Puerto Rico,Female,2004,0,0,NA
1755,Puerto Rico,Female,2005,4842,1729,NA
1756,Puerto Rico,Female,2006,5006,1671,NA
1757,Puerto Rico,Female,2007,5334,1763,NA
1758,Puerto Rico,Female,2008,5526,1755,NA
1759,Puerto Rico,Female,2009,5800,1801,NA
1760,Puerto Rico,Female,2010,6182,1778,NA
1761,Puerto Rico,Female,2011,6469,1821,NA
1762,Puerto Rico,Female,2012,6660,1921,NA
1763,Puerto Rico,Female,2013,6984,1837,NA
1764,Puerto Rico,Female,2014,6814,1928,NA
1765,Puerto Rico,Female,2015,7166,1884,NA
1766,Puerto Rico,Female,2016,7045,1863,NA
1767,Puerto Rico,Female,2017,3568,1838,NA
1768,Puerto Rico,Female,2018,6962,1815,NA
1769,Puerto Rico,Female,2019,7085,1900,NA
1770,Puerto Rico,Female,2020,6198,1870,NA
1771,Puerto Rico,Female,2021,7191,1842,NA
1772,Puerto Rico,Male,1999,0,0,NA
1773,Puerto Rico,Male,2000,0,0,NA
1774,Puerto Rico,Male,2001,0,0,NA
1775,Puerto Rico,Male,2002,0,0,NA
1776,Puerto Rico,Male,2003,0,0,NA
1777,Puerto Rico,Male,2004,0,0,NA
1778,Puerto Rico,Male,2005,6467,2237,NA
1779,Puerto Rico,Male,2006,6656,2285,NA
1780,Puerto Rico,Male,2007,6616,2376,NA
1781,Puerto Rico,Male,2008,6777,2339,NA
1782,Puerto Rico,Male,2009,6968,2418,NA
1783,Puerto Rico,Male,2010,7155,2424,NA
1784,Puerto Rico,Male,2011,7427,2384,NA
1785,Puerto Rico,Male,2012,7522,2449,NA
1786,Puerto Rico,Male,2013,7581,2383,NA
1787,Puerto Rico,Male,2014,7474,2544,NA
1788,Puerto Rico,Male,2015,7774,2441,NA
1789,Puerto Rico,Male,2016,7482,2350,NA
1790,Puerto Rico,Male,2017,3925,2388,NA
1791,Puerto Rico,Male,2018,7865,2336,NA
1792,Puerto Rico,Male,2019,7939,2186,NA
1793,Puerto Rico,Male,2020,6622,2365,NA
1794,Puerto Rico,Male,2021,7578,2396,NA
1795,Rhode Island,Female,1999,2787,1003,NA
1796,Rhode Island,Female,2000,2757,1032,545774
1797,Rhode Island,Female,2001,2630,966,548974
1798,Rhode Island,Female,2002,2730,999,553090
1799,Rhode Island,Female,2003,2670,944,555590
1800,Rhode Island,Female,2004,2774,971,556375
1801,Rhode Island,Female,2005,2685,917,552832
1802,Rhode Island,Female,2006,2829,811,550134
1803,Rhode Island,Female,2007,2876,923,546859
1804,Rhode Island,Female,2008,2856,854,545412
1805,Rhode Island,Female,2009,2857,818,544764
1806,Rhode Island,Female,2010,2699,866,544167
1807,Rhode Island,Female,2011,2727,809,543396
1808,Rhode Island,Female,2012,2936,797,543433
1809,Rhode Island,Female,2013,3055,963,543273
1810,Rhode Island,Female,2014,2951,896,543071
1811,Rhode Island,Female,2015,2951,841,542518
1812,Rhode Island,Female,2016,2929,817,542409
1813,Rhode Island,Female,2017,2965,820,541844
1814,Rhode Island,Female,2018,3032,855,542726
1815,Rhode Island,Female,2019,3009,812,542985
1816,Rhode Island,Female,2020,2647,748,558494
1817,Rhode Island,Female,2021,2966,817,558751
1818,Rhode Island,Male,1999,2815,1037,NA
1819,Rhode Island,Male,2000,2943,1055,504494
1820,Rhode Island,Male,2001,2959,1063,508168
1821,Rhode Island,Male,2002,2947,1057,512905
1822,Rhode Island,Male,2003,2803,968,515752
1823,Rhode Island,Male,2004,2934,1079,518204
1824,Rhode Island,Male,2005,2740,968,515084
1825,Rhode Island,Male,2006,2889,982,512962
1826,Rhode Island,Male,2007,2946,909,510456
1827,Rhode Island,Male,2008,2970,956,509591
1828,Rhode Island,Male,2009,2850,957,508882
1829,Rhode Island,Male,2010,2701,947,508400
1830,Rhode Island,Male,2011,2848,967,505769
1831,Rhode Island,Male,2012,2759,941,507242
1832,Rhode Island,Male,2013,2684,946,507632
1833,Rhode Island,Male,2014,2812,969,508830
1834,Rhode Island,Male,2015,2734,969,509307
1835,Rhode Island,Male,2016,2813,855,510239
1836,Rhode Island,Male,2017,2854,952,510054
1837,Rhode Island,Male,2018,2983,918,511130
1838,Rhode Island,Male,2019,3123,909,511945
1839,Rhode Island,Male,2020,2617,894,534894
1840,Rhode Island,Male,2021,2701,881,534941
1841,South Carolina,Female,1999,8018,3218,NA
1842,South Carolina,Female,2000,8057,3286,2068627
1843,South Carolina,Female,2001,8363,3214,2089963
1844,South Carolina,Female,2002,8633,3265,2111069
1845,South Carolina,Female,2003,8741,3425,2133967
1846,South Carolina,Female,2004,8857,3228,2162305
1847,South Carolina,Female,2005,9236,3443,2192345
1848,South Carolina,Female,2006,9554,3581,2237655
1849,South Carolina,Female,2007,9934,3535,2280792
1850,South Carolina,Female,2008,10143,3675,2325047
1851,South Carolina,Female,2009,10244,3553,2357030
1852,South Carolina,Female,2010,10678,3719,2375263
1853,South Carolina,Female,2011,10718,3771,2393474
1854,South Carolina,Female,2012,11453,3877,2417736
1855,South Carolina,Female,2013,11397,3797,2442320
1856,South Carolina,Female,2014,11713,3926,2473838
1857,South Carolina,Female,2015,12157,3872,2509237
1858,South Carolina,Female,2016,12353,4059,2544535
1859,South Carolina,Female,2017,12437,4010,2578621
1860,South Carolina,Female,2018,12620,4021,2612834
1861,South Carolina,Female,2019,12767,4064,2648017
1862,South Carolina,Female,2020,12267,4159,2625793
1863,South Carolina,Female,2021,13022,4132,2659280
1864,South Carolina,Male,1999,9555,3891,NA
1865,South Carolina,Male,2000,9545,4041,1955596
1866,South Carolina,Male,2001,9841,4076,1975032
1867,South Carolina,Male,2002,10582,4024,1996726
1868,South Carolina,Male,2003,10217,4019,2016330
1869,South Carolina,Male,2004,10546,3994,2048616
1870,South Carolina,Male,2005,10907,4160,2077805
1871,South Carolina,Male,2006,11169,4198,2120192
1872,South Carolina,Male,2007,11665,4222,2163318
1873,South Carolina,Male,2008,11607,4393,2203949
1874,South Carolina,Male,2009,11696,4444,2232842
1875,South Carolina,Male,2010,12049,4389,2250101
1876,South Carolina,Male,2011,12163,4508,2234572
1877,South Carolina,Male,2012,12101,4617,2255994
1878,South Carolina,Male,2013,12433,4648,2280913
1879,South Carolina,Male,2014,12598,4701,2307421
1880,South Carolina,Male,2015,13588,4723,2341789
1881,South Carolina,Male,2016,13290,4852,2373977
1882,South Carolina,Male,2017,13521,4870,2403480
1883,South Carolina,Male,2018,13334,4847,2429834
1884,South Carolina,Male,2019,13715,4903,2459209
1885,South Carolina,Male,2020,13090,5070,2468224
1886,South Carolina,Male,2021,13284,4936,2496135
1887,South Dakota,Female,1999,0,563,NA
1888,South Dakota,Female,2000,0,602,380681
1889,South Dakota,Female,2001,1612,515,381537
1890,South Dakota,Female,2002,1808,573,382328
1891,South Dakota,Female,2003,1651,562,383633
1892,South Dakota,Female,2004,1540,545,386677
1893,South Dakota,Female,2005,1705,576,389021
1894,South Dakota,Female,2006,1564,512,392420
1895,South Dakota,Female,2007,1758,565,396650
1896,South Dakota,Female,2008,1700,562,400236
1897,South Dakota,Female,2009,1830,551,403198
1898,South Dakota,Female,2010,1820,559,406799
1899,South Dakota,Female,2011,1971,645,409561
1900,South Dakota,Female,2012,1895,601,413905
1901,South Dakota,Female,2013,2088,569,418004
1902,South Dakota,Female,2014,1911,525,421104
1903,South Dakota,Female,2015,1964,555,423237
1904,South Dakota,Female,2016,2019,565,427221
1905,South Dakota,Female,2017,2039,639,431655
1906,South Dakota,Female,2018,2027,554,434647
1907,South Dakota,Female,2019,2194,632,437344
1908,South Dakota,Female,2020,1995,589,436162
1909,South Dakota,Female,2021,2194,558,440201
1910,South Dakota,Male,1999,0,738,NA
1911,South Dakota,Male,2000,0,675,375163
1912,South Dakota,Male,2001,1961,746,376435
1913,South Dakota,Male,2002,2128,683,377692
1914,South Dakota,Male,2003,1981,724,380096
1915,South Dakota,Male,2004,2012,721,383719
1916,South Dakota,Male,2005,1851,734,386472
1917,South Dakota,Male,2006,1881,744,390613
1918,South Dakota,Male,2007,2031,714,394973
1919,South Dakota,Male,2008,2053,690,398888
1920,South Dakota,Male,2009,2046,634,403869
1921,South Dakota,Male,2010,2024,735,407381
1922,South Dakota,Male,2011,2132,701,410061
1923,South Dakota,Male,2012,2025,733,415697
1924,South Dakota,Male,2013,2045,706,420744
1925,South Dakota,Male,2014,2238,816,424463
1926,South Dakota,Male,2015,2121,734,427697
1927,South Dakota,Male,2016,2278,788,432264
1928,South Dakota,Male,2017,2313,741,437732
1929,South Dakota,Male,2018,2400,754,440588
1930,South Dakota,Male,2019,2487,781,443852
1931,South Dakota,Male,2020,2297,726,448179
1932,South Dakota,Male,2021,2378,790,452650
1933,Tennessee,Female,1999,10245,4672,NA
1934,Tennessee,Female,2000,10790,5028,2926133
1935,Tennessee,Female,2001,10791,4955,2948421
1936,Tennessee,Female,2002,11256,5053,2971873
1937,Tennessee,Female,2003,11746,5199,3000983
1938,Tennessee,Female,2004,12123,5164,3027931
1939,Tennessee,Female,2005,13148,5296,3068439
1940,Tennessee,Female,2006,13648,5256,3121455
1941,Tennessee,Female,2007,13771,5210,3162280
1942,Tennessee,Female,2008,14167,5239,3203115
1943,Tennessee,Female,2009,14746,5371,3231769
1944,Tennessee,Female,2010,14755,5372,3252601
1945,Tennessee,Female,2011,14863,5380,3277890
1946,Tennessee,Female,2012,15315,5439,3304138
1947,Tennessee,Female,2013,15533,5517,3325061
1948,Tennessee,Female,2014,15632,5618,3348088
1949,Tennessee,Female,2015,16437,5581,3373513
1950,Tennessee,Female,2016,16328,5700,3401536
1951,Tennessee,Female,2017,16810,5533,3432057
1952,Tennessee,Female,2018,16939,5781,3464164
1953,Tennessee,Female,2019,17046,5663,3494179
1954,Tennessee,Female,2020,16129,5780,3522200
1955,Tennessee,Female,2021,17017,5785,3545184
1956,Tennessee,Male,1999,10183,5750,NA
1957,Tennessee,Male,2000,10707,5890,2777586
1958,Tennessee,Male,2001,10810,5898,2802368
1959,Tennessee,Male,2002,11172,5946,2824045
1960,Tennessee,Male,2003,12229,5977,2846829
1961,Tennessee,Male,2004,13386,5972,2882878
1962,Tennessee,Male,2005,14621,6155,2922618
1963,Tennessee,Male,2006,15018,6202,2967311
1964,Tennessee,Male,2007,15724,6370,3013447
1965,Tennessee,Male,2008,16127,6367,3044296
1966,Tennessee,Male,2009,16455,6434,3074250
1967,Tennessee,Male,2010,16334,6569,3093504
1968,Tennessee,Male,2011,16691,6497,3100672
1969,Tennessee,Male,2012,16400,6562,3125255
1970,Tennessee,Male,2013,16498,6698,3148377
1971,Tennessee,Male,2014,16360,6735,3171487
1972,Tennessee,Male,2015,17538,6705,3195774
1973,Tennessee,Male,2016,17944,6901,3223907
1974,Tennessee,Male,2017,18726,6744,3256749
1975,Tennessee,Male,2018,18496,6413,3286868
1976,Tennessee,Male,2019,18934,6791,3314398
1977,Tennessee,Male,2020,17604,6770,3383531
1978,Tennessee,Male,2021,17366,6696,3397553
1979,Texas,Female,1999,35130,13426,NA
1980,Texas,Female,2000,36359,13773,10545156
1981,Texas,Female,2001,37549,13792,10731190
1982,Texas,Female,2002,38071,14155,10914653
1983,Texas,Female,2003,38522,14100,11095953
1984,Texas,Female,2004,38551,13988,11278402
1985,Texas,Female,2005,39730,14136,11470439
1986,Texas,Female,2006,40549,14444,11771243
1987,Texas,Female,2007,42081,14413,12010572
1988,Texas,Female,2008,42537,14603,12249936
1989,Texas,Female,2009,44227,14471,12500150
1990,Texas,Female,2010,44274,14845,12673281
1991,Texas,Female,2011,44350,15021,12904796
1992,Texas,Female,2012,46307,15419,13118171
1993,Texas,Female,2013,47140,15274,13315451
1994,Texas,Female,2014,48750,15515,13554740
1995,Texas,Female,2015,50133,15656,13804578
1996,Texas,Female,2016,51278,15913,14026737
1997,Texas,Female,2017,52487,16264,14216689
1998,Texas,Female,2018,54854,16281,14386554
1999,Texas,Female,2019,56933,16498,14570390
2000,Texas,Female,2020,52764,16748,14617074
2001,Texas,Female,2021,57194,17107,14785098
2002,Texas,Male,1999,38713,15290,NA
2003,Texas,Male,2000,39876,15626,10399343
2004,Texas,Male,2001,41578,15847,10588432
2005,Texas,Male,2002,42248,16117,10775672
2006,Texas,Male,2003,42676,15818,10934978
2007,Texas,Male,2004,43059,16168,11115621
2008,Texas,Male,2005,43482,16318,11307684
2009,Texas,Male,2006,44566,16454,11588337
2010,Texas,Male,2007,47365,16393,11821411
2011,Texas,Male,2008,47205,16695,12059103
2012,Texas,Male,2009,47129,16628,12301611
2013,Texas,Male,2010,46013,17311,12472280
2014,Texas,Male,2011,47803,17576,12626013
2015,Texas,Male,2012,47295,17801,12831841
2016,Texas,Male,2013,48170,18221,13040123
2017,Texas,Male,2014,49159,18147,13284646
2018,Texas,Male,2015,50777,18160,13547393
2019,Texas,Male,2016,52461,18842,13772056
2020,Texas,Male,2017,55435,18812,13962816
2021,Texas,Male,2018,58782,18951,14127449
2022,Texas,Male,2019,59584,19325,14310842
2023,Texas,Male,2020,55039,19648,14499859
2024,Texas,Male,2021,58654,19380,14656585
2025,Utah,Female,1999,2718,862,NA
2026,Utah,Female,2000,2803,893,1119827
2027,Utah,Female,2001,2936,797,1139182
2028,Utah,Female,2002,2935,842,1158853
2029,Utah,Female,2003,2993,940,1175867
2030,Utah,Female,2004,3126,918,1196749
2031,Utah,Female,2005,3288,945,1224741
2032,Utah,Female,2006,3439,1047,1257991
2033,Utah,Female,2007,3376,939,1292672
2034,Utah,Female,2008,3661,924,1325631
2035,Utah,Female,2009,3759,967,1355509
2036,Utah,Female,2010,3954,1069,1375568
2037,Utah,Female,2011,4125,1052,1399772
2038,Utah,Female,2012,4218,1088,1418194
2039,Utah,Female,2013,4275,1173,1439774
2040,Utah,Female,2014,4574,1189,1459092
2041,Utah,Female,2015,4710,1138,1480793
2042,Utah,Female,2016,4620,1126,1509980
2043,Utah,Female,2017,4768,1204,1538506
2044,Utah,Female,2018,5002,1214,1564570
2045,Utah,Female,2019,5285,1248,1590301
2046,Utah,Female,2020,5032,1357,1620305
2047,Utah,Female,2021,5707,1355,1648081
2048,Utah,Male,1999,3309,1068,NA
2049,Utah,Male,2000,3149,1064,1124675
2050,Utah,Male,2001,3385,1062,1144533
2051,Utah,Male,2002,3517,1106,1165962
2052,Utah,Male,2003,3716,1096,1184270
2053,Utah,Male,2004,3815,1114,1204831
2054,Utah,Male,2005,3857,1173,1232978
2055,Utah,Male,2006,4083,1138,1267516
2056,Utah,Male,2007,4284,1176,1305074
2057,Utah,Male,2008,4338,1108,1337398
2058,Utah,Male,2009,4450,1145,1367912
2059,Utah,Male,2010,4629,1278,1388317
2060,Utah,Male,2011,4698,1271,1408574
2061,Utah,Male,2012,4514,1328,1429387
2062,Utah,Male,2013,4493,1314,1452703
2063,Utah,Male,2014,4650,1345,1472524
2064,Utah,Male,2015,4800,1370,1496050
2065,Utah,Male,2016,4960,1420,1526854
2066,Utah,Male,2017,5235,1396,1557826
2067,Utah,Male,2018,5577,1474,1584143
2068,Utah,Male,2019,5459,1527,1610819
2069,Utah,Male,2020,5485,1523,1658937
2070,Utah,Male,2021,6206,1505,1686503
2071,Vermont,Female,1999,1463,430,NA
2072,Vermont,Female,2000,1328,431,310849
2073,Vermont,Female,2001,1361,433,311779
2074,Vermont,Female,2002,1361,411,312959
2075,Vermont,Female,2003,1417,402,314206
2076,Vermont,Female,2004,1428,417,315080
2077,Vermont,Female,2005,1523,424,315422
2078,Vermont,Female,2006,1689,448,316290
2079,Vermont,Female,2007,1594,493,316538
2080,Vermont,Female,2008,1466,396,316722
2081,Vermont,Female,2009,1643,386,317128
2082,Vermont,Female,2010,1600,482,317535
2083,Vermont,Female,2011,1592,472,317795
2084,Vermont,Female,2012,1673,477,317279
2085,Vermont,Female,2013,1589,419,317140
2086,Vermont,Female,2014,1702,453,316617
2087,Vermont,Female,2015,1688,477,316459
2088,Vermont,Female,2016,1736,450,315522
2089,Vermont,Female,2017,1739,493,315947
2090,Vermont,Female,2018,1774,475,315995
2091,Vermont,Female,2019,1754,424,315589
2092,Vermont,Female,2020,1638,438,323161
